日時,現地気圧(hPa),海面気圧(hPa),降水量(mm),気温(°C),露点温度(°C),蒸気圧(hPa),湿度(%),風速(m/s),風向,日照時間(h),全天日射量(MJ/㎡),降雪量(cm),積雪量(cm),天気,視程(km),スタジアム名,都道府県,屋内外
2025-03-01 1,1015.9,1022.5,--,10.0,7.8,10.6,86,2.1,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 2,1015.9,1022.5,--,10.0,6.9,9.9,81,2.4,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 3,1016.0,1022.6,--,9.6,5.8,9.2,77,2.6,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 4,1015.9,1022.5,--,9.2,5.4,9.0,77,3.5,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 5,1016.2,1022.8,--,8.7,4.7,8.5,76,3.1,北,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 6,1016.2,1022.9,--,8.3,4.0,8.1,74,6.0,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 7,1016.4,1023.1,--,8.0,3.9,8.0,75,5.6,北北東,0.0,0.01,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 8,1017.2,1023.9,--,8.4,4.1,8.2,74,4.9,北北東,0.0,0.13,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 9,1017.2,1023.8,--,8.8,4.0,8.2,72,2.9,北北東,0.0,0.37,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 10,1016.6,1023.2,--,9.5,4.7,8.5,72,2.6,北,0.0,0.51,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 11,1016.2,1022.8,--,10.5,6.1,9.4,74,1.4,北,0.0,0.86,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 12,1015.1,1021.6,--,12.5,7.0,10.0,69,1.7,南南東,0.2,1.53,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 13,1014.1,1020.6,--,13.5,7.1,10.1,65,3.8,南,0.9,2.63,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 14,1013.2,1019.7,--,15.1,7.7,10.5,61,1.6,南南西,1.0,2.64,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 15,1012.1,1018.5,--,15.7,8.0,10.7,60,2.7,南南西,1.0,2.17,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 16,1011.7,1018.1,--,16.1,7.9,10.6,58,2.5,南西,1.0,1.51,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 17,1011.7,1018.2,--,14.8,8.3,10.9,65,2.7,南西,0.5,0.69,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 18,1011.7,1018.2,--,14.4,8.4,11.0,67,0.8,西南西,0.0,0.08,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 19,1012.4,1018.9,0.0,14.2,9.2,11.7,72,0.8,南,0.0,0.00,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 20,1012.9,1019.4,0.0,14.3,9.7,12.1,74,1.1,南,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 21,1013.1,1019.6,0.0,14.1,10.1,12.4,77,1.5,南南東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 22,1013.1,1019.6,0.0,13.5,10.5,12.7,82,0.3,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 23,1012.8,1019.3,0.0,13.4,10.9,13.1,85,2.2,北,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-01 24,1012.3,1018.8,0.5,13.3,11.2,13.3,87,0.8,北,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 1,1012.5,1019.0,2.0,13.1,11.3,13.4,89,0.1,静穏,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 2,1012.0,1018.5,1.5,12.7,11.1,13.2,90,0.8,北,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 3,1011.4,1017.9,0.0,13.0,11.4,13.5,90,1.2,北,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 4,1011.3,1017.8,0.5,13.1,11.5,13.6,90,1.1,南東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 5,1011.3,1017.8,0.0,13.0,11.4,13.5,90,1.4,北北西,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 6,1011.4,1017.9,--,12.8,11.2,13.3,90,0.9,北,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 7,1011.6,1018.1,0.0,12.8,11.2,13.3,90,0.5,東,0.0,0.00,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 8,1012.3,1018.8,0.0,12.9,11.1,13.2,89,0.7,北,0.0,0.06,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 9,1012.4,1018.9,0.0,13.0,11.2,13.3,89,0.7,南,0.0,0.14,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 10,1012.1,1018.6,0.0,13.2,11.4,13.5,89,0.5,北西,0.0,0.26,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 11,1011.5,1018.0,1.0,13.6,12.0,14.0,90,0.3,東南東,0.0,0.58,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 12,1010.7,1017.2,0.0,14.5,12.5,14.5,88,1.4,西南西,0.0,0.75,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 13,1009.4,1015.8,--,14.8,12.1,14.1,84,1.2,南南西,0.0,0.76,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 14,1008.4,1014.8,0.0,14.6,12.1,14.1,85,0.6,南西,0.0,0.34,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 15,1008.2,1014.6,0.0,15.0,12.5,14.5,85,1.2,南南西,0.0,0.38,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 16,1007.6,1014.0,0.0,15.2,12.7,14.7,85,1.7,北,0.0,0.44,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 17,1007.9,1014.3,--,15.3,12.8,14.8,85,0.4,北北東,0.0,0.14,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 18,1007.7,1014.1,0.0,15.0,12.7,14.7,86,0.5,南南西,0.0,0.03,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 19,1008.0,1014.4,0.0,14.9,12.9,14.9,88,1.0,南西,0.0,0.00,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 20,1007.2,1013.6,0.0,14.6,12.6,14.6,88,1.4,北,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 21,1006.6,1013.0,--,14.7,12.7,14.7,88,0.6,東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 22,1006.2,1012.6,1.5,14.2,12.4,14.4,89,0.4,南西,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 23,1005.3,1011.7,2.5,14.1,12.7,14.6,91,0.9,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-02 24,1004.2,1010.6,2.0,14.2,12.8,14.7,91,1.0,北,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 1,1003.4,1009.8,2.5,14.3,13.0,15.0,92,1.5,北,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 2,1003.4,1009.8,3.0,14.3,13.0,15.0,92,0.3,北,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 3,1002.9,1009.3,2.5,14.2,12.9,14.9,92,0.2,静穏,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 4,1001.3,1007.7,2.5,14.2,12.9,14.9,92,1.9,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 5,1001.1,1007.5,7.0,13.2,11.9,14.0,92,3.2,北,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 6,1001.6,1008.1,9.0,11.8,10.2,12.5,90,7.1,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 7,1004.1,1010.6,10.0,10.1,7.7,10.5,85,10.4,北北東,0.0,0.01,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 8,1006.7,1013.3,4.0,9.3,5.7,9.1,78,6.8,北北東,0.0,0.03,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 9,1007.5,1014.1,0.5,8.9,4.9,8.7,76,9.4,北北東,0.0,0.10,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 10,1008.9,1015.5,0.0,9.3,4.3,8.3,71,6.0,北,0.0,0.23,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 11,1009.3,1015.9,0.0,9.7,4.1,8.2,68,5.2,北北東,0.0,0.27,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 12,1010.8,1017.4,0.0,9.0,3.2,7.7,67,9.4,北北東,0.0,0.35,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 13,1010.7,1017.3,0.0,8.7,1.4,6.7,60,8.2,北北東,0.0,0.80,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 14,1011.0,1017.6,0.0,9.5,1.7,6.9,58,7.5,北北東,0.0,0.81,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 15,1011.9,1018.5,0.0,9.7,0.9,6.5,54,6.9,北北東,0.0,0.57,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 16,1012.0,1018.6,--,10.0,0.6,6.4,52,6.7,北北東,0.0,0.58,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 17,1012.6,1019.2,--,9.6,-0.3,6.0,50,9.1,北北東,0.0,0.31,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 18,1013.5,1020.1,--,9.0,-0.3,6.0,52,6.1,北東,0.0,0.07,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 19,1013.4,1020.0,--,8.4,-0.6,5.8,53,9.1,北北東,0.0,0.00,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 20,1014.6,1021.2,--,8.0,-1.0,5.7,53,8.5,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 21,1014.8,1021.5,--,7.7,-1.0,5.7,54,6.3,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 22,1015.1,1021.8,--,7.5,-0.7,5.8,56,7.2,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 23,1015.2,1021.9,0.0,7.1,-0.3,6.0,59,6.3,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-03 24,1015.7,1022.4,1.0,5.9,0.3,6.2,67,7.2,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 1,1015.2,1021.9,4.0,5.1,1.0,6.6,75,6.8,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 2,1015.6,1022.3,0.0,5.2,1.0,6.5,74,5.5,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 3,1015.3,1022.0,0.5,4.8,1.1,6.6,77,5.3,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 4,1014.8,1021.5,0.0,5.0,0.2,6.2,71,5.4,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 5,1014.5,1021.2,0.0,4.5,0.8,6.5,77,5.4,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 6,1014.5,1021.2,1.0,4.5,1.2,6.7,79,3.5,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 7,1013.9,1020.6,1.0,4.6,1.1,6.6,78,4.1,北北東,0.0,0.00,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 8,1014.4,1021.1,3.0,4.6,1.8,7.0,82,2.9,北北東,0.0,0.03,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 9,1013.7,1020.4,2.5,4.9,1.4,6.8,78,4.0,北北東,0.0,0.10,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 10,1013.1,1019.8,1.5,5.3,1.6,6.9,77,2.8,北東,0.0,0.20,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 11,1011.5,1018.2,0.5,5.9,1.8,7.0,75,3.1,北北東,0.0,0.32,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 12,1010.3,1017.0,1.0,5.7,2.0,7.1,77,1.2,北北東,0.0,0.21,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 13,1008.8,1015.5,0.0,6.1,2.4,7.3,77,2.8,北東,0.0,0.23,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 14,1007.1,1013.7,1.0,6.1,3.1,7.6,81,1.8,北北東,0.0,0.29,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 15,1006.0,1012.6,0.0,6.4,3.9,8.1,84,2.7,北,0.0,0.31,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 16,1006.5,1013.1,2.5,6.4,3.9,8.1,84,4.9,北,0.0,0.17,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 17,1006.8,1013.4,2.5,6.8,4.3,8.3,84,5.2,北北東,0.0,0.10,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 18,1007.2,1013.8,1.5,6.8,4.3,8.3,84,4.6,北北東,0.0,0.04,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 19,1007.5,1014.1,1.0,7.2,4.7,8.5,84,3.4,北,0.0,0.00,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 20,1008.6,1015.2,2.0,7.1,4.9,8.7,86,1.8,北,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 21,1008.5,1015.1,0.5,7.1,4.8,8.6,85,2.7,北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 22,1009.0,1015.6,0.0,7.2,5.0,8.7,86,2.0,北北西,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 23,1008.8,1015.4,--,7.4,4.7,8.5,83,1.3,北,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-04 24,1008.8,1015.4,--,7.4,5.1,8.8,85,2.3,北,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 1,1008.7,1015.3,--,7.5,5.2,8.8,85,2.4,北,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 2,1008.9,1015.5,--,7.6,5.1,8.8,84,2.5,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 3,1008.3,1014.9,--,7.5,5.0,8.7,84,3.2,北,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 4,1007.7,1014.3,--,7.5,5.0,8.7,84,4.9,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 5,1007.6,1014.2,--,7.7,4.8,8.6,82,1.1,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 6,1008.2,1014.8,--,7.9,4.9,8.6,81,2.7,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 7,1009.1,1015.7,--,8.2,4.6,8.5,78,3.0,北,0.0,0.00,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 8,1008.9,1015.5,--,8.7,5.1,8.8,78,3.9,北北東,0.0,0.10,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 9,1010.6,1017.2,0.0,9.3,4.9,8.7,74,1.0,南南東,0.0,0.15,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 10,1010.6,1017.2,0.0,10.3,4.5,8.4,67,2.3,北北東,0.0,0.85,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 11,1010.4,1016.9,--,11.8,4.1,8.2,59,4.3,北北東,0.3,1.51,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 12,1010.5,1017.0,--,12.0,3.5,7.9,56,4.5,北北東,0.2,1.24,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 13,1009.6,1016.1,--,12.1,3.1,7.6,54,3.8,北,0.0,0.56,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 14,1009.2,1015.7,--,12.5,3.5,7.8,54,6.1,北北東,0.0,1.06,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 15,1008.9,1015.4,--,11.7,2.7,7.4,54,6.6,北北東,0.0,0.68,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 16,1009.4,1015.9,0.0,11.1,2.4,7.3,55,7.0,北北東,0.0,0.48,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 17,1010.4,1017.0,--,10.4,2.0,7.1,56,5.7,北北東,0.0,0.21,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 18,1011.8,1018.4,0.0,10.0,1.6,6.9,56,4.7,北北東,0.0,0.09,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 19,1011.8,1018.4,0.0,9.1,1.0,6.6,57,6.3,北北東,0.0,0.00,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 20,1012.8,1019.4,--,8.7,0.9,6.5,58,4.4,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 21,1013.1,1019.7,--,8.3,0.8,6.5,59,4.5,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 22,1013.2,1019.8,--,7.8,1.0,6.6,62,4.9,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-05 23,1012.9,1019.5,--,7.6,0.6,6.4,61,5.5,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
